User	Video	Orientation	Slant	Label
0	5994	semi-radicalized	0.17	neutral
0	4827	semi-radicalized	0.05	neutral
0	5249	semi-radicalized	0.19	neutral
0	261	semi-radicalized	0.15	neutral
0	7212	semi-radicalized	0.8	harmful
0	4740	semi-radicalized	0.02	neutral
0	1336	semi-radicalized	0.14	neutral
0	7424	semi-radicalized	0.11	neutral
0	2224	semi-radicalized	0.24	neutral
0	6703	semi-radicalized	0.05	neutral
0	3888	semi-radicalized	0.12	neutral
0	9155	semi-radicalized	0.1	neutral
0	2627	semi-radicalized	0.19	neutral
0	9827	semi-radicalized	0.0	neutral
0	4743	semi-radicalized	0.15	neutral
0	7848	semi-radicalized	0.15	neutral
0	2500	semi-radicalized	0.22	neutral
0	4159	semi-radicalized	0.14	neutral
0	9472	semi-radicalized	0.98	harmful
0	1245	semi-radicalized	0.01	neutral
0	9322	semi-radicalized	0.04	neutral
0	4776	semi-radicalized	0.92	harmful
0	6529	semi-radicalized	0.09	neutral
0	6745	semi-radicalized	0.1	neutral
0	4908	semi-radicalized	0.15	neutral
0	9973	semi-radicalized	1.0	harmful
0	7353	semi-radicalized	0.02	neutral
0	8361	semi-radicalized	0.23	neutral
0	868	semi-radicalized	0.14	neutral
0	8545	semi-radicalized	0.21	neutral
0	3460	semi-radicalized	0.15	neutral
0	4456	semi-radicalized	0.03	neutral
0	3379	semi-radicalized	0.95	harmful
0	4519	semi-radicalized	0.06	neutral
0	4693	semi-radicalized	0.18	neutral
0	7964	semi-radicalized	0.0	neutral
0	4144	semi-radicalized	0.05	neutral
0	8145	semi-radicalized	0.08	neutral
0	3636	semi-radicalized	0.2	neutral
0	2129	semi-radicalized	0.08	neutral
0	6209	semi-radicalized	0.24	neutral
0	4092	semi-radicalized	0.01	neutral
0	3304	semi-radicalized	0.22	neutral
0	2501	semi-radicalized	0.23	neutral
0	767	semi-radicalized	0.77	harmful
0	9854	semi-radicalized	0.02	neutral
0	1019	semi-radicalized	0.79	harmful
0	1951	semi-radicalized	0.21	neutral
0	1541	semi-radicalized	0.16	neutral
0	4993	semi-radicalized	0.21	neutral
0	766	semi-radicalized	0.02	neutral
0	5659	semi-radicalized	0.21	neutral
0	8414	semi-radicalized	0.01	neutral
0	8644	semi-radicalized	0.05	neutral
0	6006	semi-radicalized	0.06	neutral
0	9883	semi-radicalized	0.22	neutral
0	2709	semi-radicalized	0.02	neutral
0	5628	semi-radicalized	0.03	neutral
0	6234	semi-radicalized	0.16	neutral
0	2528	semi-radicalized	0.21	neutral
0	1746	semi-radicalized	0.11	neutral
0	9700	semi-radicalized	0.15	neutral
0	596	semi-radicalized	0.22	neutral
0	500	semi-radicalized	0.22	neutral
0	5334	semi-radicalized	0.8	harmful
0	833	semi-radicalized	0.84	harmful
0	5227	semi-radicalized	0.78	harmful
0	789	semi-radicalized	0.88	harmful
0	8177	semi-radicalized	0.95	harmful
0	2028	semi-radicalized	0.88	harmful
0	8173	semi-radicalized	0.99	harmful
1	1806	semi-radicalized	0.23	neutral
1	8348	semi-radicalized	0.0	neutral
1	236	semi-radicalized	0.79	harmful
1	6797	semi-radicalized	0.23	neutral
1	1069	semi-radicalized	0.06	neutral
1	4418	semi-radicalized	0.04	neutral
1	4741	semi-radicalized	0.13	neutral
1	9627	semi-radicalized	0.18	neutral
1	7273	semi-radicalized	0.81	harmful
1	4355	semi-radicalized	0.19	neutral
1	5420	semi-radicalized	0.14	neutral
1	6308	semi-radicalized	0.18	neutral
1	5797	semi-radicalized	0.18	neutral
1	5032	semi-radicalized	0.07	neutral
1	7156	semi-radicalized	0.02	neutral
1	5586	semi-radicalized	0.05	neutral
1	1056	semi-radicalized	0.03	neutral
1	1628	semi-radicalized	0.23	neutral
1	8078	semi-radicalized	0.24	neutral
1	126	semi-radicalized	0.13	neutral
1	1481	semi-radicalized	0.24	neutral
1	3376	semi-radicalized	0.13	neutral
1	3379	semi-radicalized	0.95	harmful
1	1815	semi-radicalized	0.16	neutral
1	906	semi-radicalized	0.75	harmful
1	3345	semi-radicalized	0.19	neutral
1	9067	semi-radicalized	0.23	neutral
1	3523	semi-radicalized	0.0	neutral
1	4437	semi-radicalized	0.13	neutral
1	7447	semi-radicalized	0.88	harmful
1	7367	semi-radicalized	0.2	neutral
1	9697	semi-radicalized	0.21	neutral
1	553	semi-radicalized	0.25	neutral
1	3929	semi-radicalized	0.1	neutral
1	4045	semi-radicalized	0.12	neutral
1	4094	semi-radicalized	0.12	neutral
1	1128	semi-radicalized	0.21	neutral
1	9973	semi-radicalized	1.0	harmful
1	4928	semi-radicalized	0.1	neutral
1	2101	semi-radicalized	0.19	neutral
1	5605	semi-radicalized	0.03	neutral
1	7036	semi-radicalized	0.11	neutral
1	7598	semi-radicalized	0.03	neutral
1	5357	semi-radicalized	0.22	neutral
1	5276	semi-radicalized	0.12	neutral
1	3381	semi-radicalized	0.06	neutral
1	5779	semi-radicalized	0.1	neutral
1	9506	semi-radicalized	0.17	neutral
1	9261	semi-radicalized	0.1	neutral
1	8194	semi-radicalized	0.08	neutral
1	7631	semi-radicalized	0.16	neutral
1	9071	semi-radicalized	0.09	neutral
1	7983	semi-radicalized	0.13	neutral
1	8789	semi-radicalized	0.13	neutral
1	1109	semi-radicalized	0.02	neutral
1	1944	semi-radicalized	0.12	neutral
1	8514	semi-radicalized	0.07	neutral
1	5803	semi-radicalized	0.14	neutral
1	4593	semi-radicalized	0.11	neutral
1	5726	semi-radicalized	0.0	neutral
1	1019	semi-radicalized	0.79	harmful
1	5868	semi-radicalized	0.21	neutral
1	6838	semi-radicalized	0.03	neutral
1	4591	semi-radicalized	0.16	neutral
1	9207	semi-radicalized	0.12	neutral
1	9715	semi-radicalized	0.86	harmful
1	5085	semi-radicalized	0.02	neutral
1	8625	semi-radicalized	0.86	harmful
1	4463	semi-radicalized	0.82	harmful
1	2342	semi-radicalized	0.83	harmful
1	8951	semi-radicalized	0.98	harmful
1	912	semi-radicalized	0.97	harmful
1	6959	semi-radicalized	0.82	harmful
1	3375	semi-radicalized	1.0	harmful
2	4473	non radicalized	0.11	neutral
2	5637	non radicalized	0.06	neutral
2	5542	non radicalized	0.1	neutral
2	8459	non radicalized	0.17	neutral
2	9933	non radicalized	0.14	neutral
2	923	non radicalized	0.0	neutral
2	8047	non radicalized	0.11	neutral
2	974	non radicalized	0.13	neutral
2	2617	non radicalized	0.08	neutral
2	3337	non radicalized	0.11	neutral
2	4521	non radicalized	0.17	neutral
2	7579	non radicalized	0.02	neutral
2	3341	non radicalized	0.19	neutral
2	8681	non radicalized	0.02	neutral
2	2692	non radicalized	0.19	neutral
2	6217	non radicalized	0.18	neutral
2	1089	non radicalized	0.09	neutral
2	8980	non radicalized	0.11	neutral
2	3865	non radicalized	0.14	neutral
2	6544	non radicalized	0.02	neutral
2	5228	non radicalized	0.08	neutral
2	1143	non radicalized	0.08	neutral
2	4994	non radicalized	0.05	neutral
2	4587	non radicalized	0.04	neutral
2	5544	non radicalized	0.16	neutral
2	9395	non radicalized	0.11	neutral
2	9300	non radicalized	0.13	neutral
2	2801	non radicalized	0.14	neutral
2	8448	non radicalized	0.23	neutral
2	9883	non radicalized	0.22	neutral
2	4269	non radicalized	0.24	neutral
2	8210	non radicalized	0.13	neutral
2	5533	non radicalized	0.05	neutral
2	7793	non radicalized	0.14	neutral
2	6843	non radicalized	0.25	neutral
2	8025	non radicalized	0.2	neutral
2	5316	non radicalized	0.02	neutral
2	2770	non radicalized	0.05	neutral
2	3633	non radicalized	0.01	neutral
2	7617	non radicalized	0.19	neutral
2	7121	non radicalized	0.22	neutral
2	1998	non radicalized	0.02	neutral
2	2854	non radicalized	0.23	neutral
2	2743	non radicalized	0.12	neutral
2	1065	non radicalized	0.02	neutral
2	5724	non radicalized	0.01	neutral
2	7867	non radicalized	0.16	neutral
2	8302	non radicalized	0.1	neutral
2	304	non radicalized	0.17	neutral
2	6071	non radicalized	0.18	neutral
2	561	non radicalized	0.25	neutral
2	5964	non radicalized	0.2	neutral
2	2530	non radicalized	0.05	neutral
2	631	non radicalized	0.02	neutral
2	3927	non radicalized	0.24	neutral
2	3202	non radicalized	0.01	neutral
2	583	non radicalized	0.76	harmful
2	8553	non radicalized	0.06	neutral
2	5992	non radicalized	0.93	harmful
2	174	non radicalized	0.01	neutral
2	5152	non radicalized	0.0	neutral
2	6246	non radicalized	0.15	neutral
2	3775	non radicalized	0.05	neutral
2	3465	non radicalized	0.08	neutral
2	9966	non radicalized	0.2	neutral
2	8749	non radicalized	0.23	neutral
2	7506	non radicalized	0.91	harmful
2	3934	non radicalized	0.03	neutral
2	2591	non radicalized	0.11	neutral
2	9100	non radicalized	0.03	neutral
2	3409	non radicalized	0.09	neutral
2	7903	non radicalized	0.08	neutral
2	3988	non radicalized	0.06	neutral
2	9859	non radicalized	0.25	neutral
2	931	non radicalized	0.19	neutral
2	8884	non radicalized	0.1	neutral
2	4712	non radicalized	0.24	neutral
2	5997	non radicalized	0.23	neutral
2	4195	non radicalized	0.83	harmful
2	7442	non radicalized	0.22	neutral
2	7652	non radicalized	0.25	neutral
2	3156	non radicalized	0.96	harmful
2	2938	non radicalized	0.07	neutral
2	138	non radicalized	0.23	neutral
2	3873	non radicalized	0.16	neutral
2	877	non radicalized	0.18	neutral
2	6798	non radicalized	0.15	neutral
2	1537	non radicalized	0.18	neutral
2	6022	non radicalized	0.22	neutral
2	2569	non radicalized	0.06	neutral
2	3482	non radicalized	0.14	neutral
2	3719	non radicalized	0.06	neutral
2	2443	non radicalized	0.09	neutral
2	4123	non radicalized	0.24	neutral
2	5908	non radicalized	0.13	neutral
2	6987	non radicalized	0.82	harmful
2	504	non radicalized	0.1	neutral
3	7313	semi-radicalized	0.05	neutral
3	1201	semi-radicalized	0.19	neutral
3	1357	semi-radicalized	0.04	neutral
3	8290	semi-radicalized	0.04	neutral
3	5755	semi-radicalized	0.16	neutral
3	7007	semi-radicalized	0.11	neutral
3	2182	semi-radicalized	0.19	neutral
3	93	semi-radicalized	0.16	neutral
3	8906	semi-radicalized	0.23	neutral
3	4679	semi-radicalized	0.24	neutral
3	6952	semi-radicalized	0.04	neutral
3	4104	semi-radicalized	0.12	neutral
3	3658	semi-radicalized	0.17	neutral
3	3254	semi-radicalized	0.05	neutral
3	4353	semi-radicalized	0.12	neutral
3	7910	semi-radicalized	0.15	neutral
3	340	semi-radicalized	0.01	neutral
3	3775	semi-radicalized	0.05	neutral
3	6853	semi-radicalized	0.06	neutral
3	3333	semi-radicalized	0.98	harmful
3	6803	semi-radicalized	0.11	neutral
3	6849	semi-radicalized	0.02	neutral
3	5857	semi-radicalized	0.07	neutral
3	7599	semi-radicalized	0.13	neutral
3	3568	semi-radicalized	0.07	neutral
3	8349	semi-radicalized	0.24	neutral
3	9633	semi-radicalized	0.13	neutral
3	9761	semi-radicalized	0.11	neutral
3	4387	semi-radicalized	0.2	neutral
3	1370	semi-radicalized	0.11	neutral
3	2228	semi-radicalized	0.24	neutral
3	9643	semi-radicalized	0.12	neutral
3	3988	semi-radicalized	0.06	neutral
3	2851	semi-radicalized	0.05	neutral
3	3127	semi-radicalized	0.15	neutral
3	41	semi-radicalized	0.14	neutral
3	8622	semi-radicalized	0.24	neutral
3	3363	semi-radicalized	0.94	harmful
3	7428	semi-radicalized	0.21	neutral
3	3275	semi-radicalized	0.14	neutral
3	8372	semi-radicalized	0.2	neutral
3	6767	semi-radicalized	0.15	neutral
