User	Video	Orientation	Slant	Label
0	5981	semi-radicalized	0.89	harmful
0	2488	semi-radicalized	0.93	harmful
0	8965	semi-radicalized	0.88	harmful
0	553	semi-radicalized	0.22	neutral
0	2345	semi-radicalized	0.92	harmful
0	2375	semi-radicalized	0.86	harmful
0	7089	semi-radicalized	0.04	neutral
0	4449	semi-radicalized	0.77	harmful
0	4376	semi-radicalized	0.84	harmful
0	2088	semi-radicalized	0.95	harmful
0	7649	semi-radicalized	0.01	neutral
0	1955	semi-radicalized	1.0	harmful
0	4855	semi-radicalized	0.81	harmful
0	6931	semi-radicalized	0.84	harmful
0	1868	semi-radicalized	0.78	harmful
0	9447	semi-radicalized	0.9	harmful
0	222	semi-radicalized	0.9	harmful
0	6983	semi-radicalized	0.76	harmful
0	1209	semi-radicalized	0.81	harmful
0	4939	semi-radicalized	0.75	harmful
0	6707	semi-radicalized	0.94	harmful
0	1470	semi-radicalized	0.99	harmful
0	4076	semi-radicalized	0.94	harmful
0	370	semi-radicalized	0.17	neutral
0	2941	semi-radicalized	0.77	harmful
0	9387	semi-radicalized	0.86	harmful
0	3152	semi-radicalized	0.94	harmful
0	6259	semi-radicalized	0.18	neutral
0	4509	semi-radicalized	0.16	neutral
0	6816	semi-radicalized	0.8	harmful
0	4478	semi-radicalized	0.9	harmful
0	5245	semi-radicalized	0.77	harmful
0	5515	semi-radicalized	0.92	harmful
0	2736	semi-radicalized	0.94	harmful
0	7435	semi-radicalized	0.82	harmful
0	9837	semi-radicalized	0.88	harmful
0	2696	semi-radicalized	0.82	harmful
0	3636	semi-radicalized	0.91	harmful
0	820	semi-radicalized	0.83	harmful
0	6735	semi-radicalized	0.99	harmful
0	2921	semi-radicalized	0.78	harmful
0	7598	semi-radicalized	0.1	neutral
0	2317	semi-radicalized	0.92	harmful
0	5180	semi-radicalized	0.84	harmful
0	3101	semi-radicalized	0.97	harmful
0	273	semi-radicalized	0.78	harmful
0	9216	semi-radicalized	0.89	harmful
0	1618	semi-radicalized	0.83	harmful
0	8348	semi-radicalized	0.99	harmful
0	568	semi-radicalized	0.01	neutral
0	9498	semi-radicalized	0.87	harmful
0	4350	semi-radicalized	0.95	harmful
0	4318	semi-radicalized	0.83	harmful
0	8903	semi-radicalized	0.84	harmful
0	5952	semi-radicalized	0.98	harmful
0	6891	semi-radicalized	0.9	harmful
0	6623	semi-radicalized	0.77	harmful
0	7596	semi-radicalized	0.86	harmful
0	3145	semi-radicalized	1.0	harmful
0	1551	semi-radicalized	0.78	harmful
0	3801	semi-radicalized	0.84	harmful
0	9782	semi-radicalized	0.89	harmful
0	4513	semi-radicalized	0.91	harmful
0	9485	semi-radicalized	0.81	harmful
0	4820	semi-radicalized	0.97	harmful
0	6143	semi-radicalized	0.89	harmful
0	9194	semi-radicalized	0.99	harmful
0	4230	semi-radicalized	0.91	harmful
0	8404	semi-radicalized	0.96	harmful
0	694	semi-radicalized	0.94	harmful
0	2016	semi-radicalized	0.96	harmful
0	8650	semi-radicalized	0.8	harmful
0	6428	semi-radicalized	0.83	harmful
0	8113	semi-radicalized	0.85	harmful
0	5975	semi-radicalized	0.89	harmful
0	5044	semi-radicalized	0.77	harmful
0	9463	semi-radicalized	0.95	harmful
0	8632	semi-radicalized	0.79	harmful
0	792	semi-radicalized	0.22	neutral
0	7344	semi-radicalized	0.13	neutral
0	4969	semi-radicalized	0.06	neutral
0	7902	semi-radicalized	0.19	neutral
0	7333	semi-radicalized	0.21	neutral
0	2702	semi-radicalized	0.24	neutral
0	5030	semi-radicalized	0.19	neutral
0	5563	semi-radicalized	0.06	neutral
0	9872	semi-radicalized	0.02	neutral
0	337	semi-radicalized	0.14	neutral
1	4684	radicalized	0.84	harmful
1	7251	radicalized	0.97	harmful
1	6210	radicalized	0.77	harmful
1	9416	radicalized	0.95	harmful
1	303	radicalized	0.85	harmful
1	5166	radicalized	0.97	harmful
1	5322	radicalized	0.96	harmful
1	7802	radicalized	0.9	harmful
1	3361	radicalized	0.96	harmful
1	9233	radicalized	0.84	harmful
1	5812	radicalized	0.82	harmful
1	4444	radicalized	0.12	neutral
1	8773	radicalized	0.84	harmful
1	7391	radicalized	0.97	harmful
1	2866	radicalized	0.9	harmful
1	4738	radicalized	0.98	harmful
1	6089	radicalized	0.77	harmful
1	843	radicalized	0.96	harmful
1	7094	radicalized	0.78	harmful
1	6694	radicalized	0.82	harmful
1	8874	radicalized	1.0	harmful
