User	Video	Orientation	Slant	Label
0	427	non radicalized	0.11	neutral
0	4416	non radicalized	0.19	neutral
0	5035	non radicalized	0.23	neutral
0	7801	non radicalized	0.12	neutral
0	9229	non radicalized	0.17	neutral
0	339	non radicalized	0.11	neutral
0	24	non radicalized	0.05	neutral
0	1760	non radicalized	0.18	neutral
0	4204	non radicalized	0.0	neutral
0	2150	non radicalized	0.01	neutral
0	7639	non radicalized	0.09	neutral
0	5289	non radicalized	0.08	neutral
0	9260	non radicalized	0.89	harmful
0	7729	non radicalized	0.15	neutral
0	8063	non radicalized	0.24	neutral
0	4711	non radicalized	0.13	neutral
0	4179	non radicalized	0.08	neutral
0	5906	non radicalized	0.04	neutral
0	4934	non radicalized	0.16	neutral
0	1995	non radicalized	0.24	neutral
0	9642	non radicalized	0.17	neutral
0	1162	non radicalized	0.12	neutral
0	4717	non radicalized	0.1	neutral
0	3032	non radicalized	0.13	neutral
0	1897	non radicalized	0.16	neutral
0	7057	non radicalized	0.2	neutral
0	6430	non radicalized	0.0	neutral
0	3056	non radicalized	0.25	neutral
0	5441	non radicalized	0.19	neutral
0	5707	non radicalized	0.21	neutral
0	1743	non radicalized	0.12	neutral
0	867	non radicalized	0.05	neutral
0	3273	non radicalized	0.23	neutral
0	7896	non radicalized	0.86	harmful
0	4094	non radicalized	0.17	neutral
0	6156	non radicalized	0.11	neutral
0	6624	non radicalized	0.07	neutral
0	3853	non radicalized	0.14	neutral
0	363	non radicalized	0.93	harmful
0	6698	non radicalized	0.16	neutral
0	3354	non radicalized	0.06	neutral
0	3986	non radicalized	0.01	neutral
0	2512	non radicalized	0.14	neutral
0	9910	non radicalized	0.09	neutral
0	7758	non radicalized	0.25	neutral
0	380	non radicalized	0.23	neutral
0	3590	non radicalized	0.2	neutral
0	5894	non radicalized	0.15	neutral
0	5545	non radicalized	0.1	neutral
0	2355	non radicalized	0.2	neutral
0	8505	non radicalized	0.17	neutral
0	490	non radicalized	0.11	neutral
0	4259	non radicalized	0.07	neutral
0	5577	non radicalized	0.2	neutral
0	7049	non radicalized	0.04	neutral
0	9905	non radicalized	0.06	neutral
0	3549	non radicalized	0.03	neutral
0	301	non radicalized	0.78	harmful
0	3348	non radicalized	0.03	neutral
0	546	non radicalized	0.23	neutral
0	4445	non radicalized	0.04	neutral
0	2160	non radicalized	0.11	neutral
