User	Video	Orientation	Slant	Label
0	3038	radicalized	0.88	harmful
0	1527	radicalized	0.91	harmful
0	8549	radicalized	0.95	harmful
0	7250	radicalized	0.75	harmful
0	3836	radicalized	0.75	harmful
0	1207	radicalized	0.99	harmful
0	9467	radicalized	0.87	harmful
0	1928	radicalized	0.86	harmful
0	2498	radicalized	0.97	harmful
0	3378	radicalized	0.97	harmful
0	1569	radicalized	0.82	harmful
0	9408	radicalized	0.79	harmful
0	2239	radicalized	0.76	harmful
0	6669	radicalized	0.84	harmful
0	4925	radicalized	0.94	harmful
0	4930	radicalized	0.94	harmful
0	3706	radicalized	0.93	harmful
0	6621	radicalized	0.76	harmful
0	9527	radicalized	0.85	harmful
0	4965	radicalized	0.97	harmful
0	7249	radicalized	0.91	harmful
0	8834	radicalized	0.85	harmful
0	6401	radicalized	0.84	harmful
0	2009	radicalized	0.88	harmful
0	1557	radicalized	0.99	harmful
0	8862	radicalized	0.78	harmful
0	5144	radicalized	1.0	harmful
0	6024	radicalized	0.85	harmful
0	9853	radicalized	0.91	harmful
0	4383	radicalized	0.95	harmful
0	7446	radicalized	0.77	harmful
0	8118	radicalized	0.81	harmful
0	1264	radicalized	0.97	harmful
0	923	radicalized	0.92	harmful
0	5517	radicalized	0.86	harmful
0	146	radicalized	0.91	harmful
0	6331	radicalized	0.77	harmful
0	7923	radicalized	0.92	harmful
0	5902	radicalized	0.8	harmful
0	896	radicalized	0.88	harmful
0	3776	radicalized	0.86	harmful
0	9380	radicalized	0.82	harmful
0	5667	radicalized	0.9	harmful
0	1423	radicalized	0.91	harmful
0	431	radicalized	0.1	neutral
0	8294	radicalized	0.93	harmful
0	3872	radicalized	0.94	harmful
0	9022	radicalized	0.99	harmful
0	2499	radicalized	0.84	harmful
0	2002	radicalized	0.78	harmful
0	5340	radicalized	0.98	harmful
0	2129	radicalized	0.82	harmful
0	7589	radicalized	0.98	harmful
0	975	radicalized	0.95	harmful
0	6598	radicalized	0.83	harmful
0	2761	radicalized	0.82	harmful
0	5103	radicalized	0.84	harmful
0	8674	radicalized	0.84	harmful
0	2398	radicalized	0.88	harmful
0	6441	radicalized	0.85	harmful
0	2912	radicalized	0.92	harmful
0	2216	radicalized	0.97	harmful
0	6770	radicalized	0.8	harmful
0	2249	radicalized	0.8	harmful
0	7218	radicalized	0.98	harmful
0	4169	radicalized	0.93	harmful
0	4638	radicalized	0.8	harmful
0	8132	radicalized	0.84	harmful
0	2231	radicalized	0.78	harmful
0	7509	radicalized	0.93	harmful
0	4408	radicalized	0.75	harmful
0	5026	radicalized	0.99	harmful
0	5661	radicalized	0.97	harmful
0	3539	radicalized	0.76	harmful
0	3827	radicalized	0.81	harmful
0	6587	radicalized	0.84	harmful
0	4171	radicalized	0.84	harmful
0	8992	radicalized	0.99	harmful
0	1786	radicalized	0.88	harmful
0	2677	radicalized	0.86	harmful
0	5833	radicalized	0.93	harmful
0	506	radicalized	0.95	harmful
0	4918	radicalized	0.84	harmful
0	2268	radicalized	0.89	harmful
0	4080	radicalized	0.91	harmful
0	9822	radicalized	0.76	harmful
1	5429	non radicalized	0.25	neutral
1	4993	non radicalized	0.17	neutral
1	1968	non radicalized	0.04	neutral
1	8728	non radicalized	0.12	neutral
1	7800	non radicalized	0.09	neutral
1	1614	non radicalized	0.24	neutral
1	6371	non radicalized	0.1	neutral
1	36	non radicalized	0.21	neutral
1	7745	non radicalized	0.16	neutral
1	6529	non radicalized	0.17	neutral
1	1063	non radicalized	0.87	harmful
1	7835	non radicalized	0.04	neutral
1	1121	non radicalized	0.16	neutral
1	116	non radicalized	0.13	neutral
1	5834	non radicalized	0.08	neutral
1	8571	non radicalized	0.78	harmful
1	288	non radicalized	0.22	neutral
1	8329	non radicalized	0.86	harmful
1	3155	non radicalized	0.14	neutral
1	9042	non radicalized	0.12	neutral
1	2361	non radicalized	0.04	neutral
1	4416	non radicalized	0.2	neutral
1	1112	non radicalized	0.13	neutral
1	6563	non radicalized	0.83	harmful
1	9516	non radicalized	0.23	neutral
1	8539	non radicalized	0.06	neutral
1	8748	non radicalized	0.77	harmful
1	2471	non radicalized	0.09	neutral
1	1677	non radicalized	0.09	neutral
1	8387	non radicalized	0.2	neutral
1	6240	non radicalized	0.85	harmful
1	658	non radicalized	0.08	neutral
1	469	non radicalized	0.11	neutral
1	1669	non radicalized	0.18	neutral
1	5076	non radicalized	0.15	neutral
1	5751	non radicalized	0.21	neutral
1	7476	non radicalized	0.17	neutral
1	5467	non radicalized	0.02	neutral
1	1560	non radicalized	0.02	neutral
1	4492	non radicalized	0.24	neutral
1	8485	non radicalized	0.1	neutral
1	2184	non radicalized	0.09	neutral
1	2494	non radicalized	0.21	neutral
1	9970	non radicalized	0.11	neutral
1	453	non radicalized	0.1	neutral
1	31	non radicalized	0.08	neutral
1	9825	non radicalized	0.23	neutral
1	7790	non radicalized	0.03	neutral
1	9634	non radicalized	0.17	neutral
1	9739	non radicalized	0.05	neutral
1	1194	non radicalized	0.23	neutral
1	9715	non radicalized	0.21	neutral
1	6978	non radicalized	0.76	harmful
1	6133	non radicalized	0.24	neutral
1	9696	non radicalized	0.16	neutral
1	8919	non radicalized	0.06	neutral
1	6530	non radicalized	0.01	neutral
1	3763	non radicalized	0.0	neutral
1	4155	non radicalized	0.16	neutral
1	6380	non radicalized	0.09	neutral
1	479	non radicalized	0.15	neutral
1	1329	non radicalized	0.21	neutral
1	6841	non radicalized	0.24	neutral
1	3976	non radicalized	0.12	neutral
1	883	non radicalized	0.02	neutral
1	1113	non radicalized	0.12	neutral
1	4584	non radicalized	0.12	neutral
1	2692	non radicalized	0.13	neutral
1	8306	non radicalized	0.98	harmful
1	1519	non radicalized	0.99	harmful
1	987	non radicalized	0.19	neutral
1	9466	non radicalized	0.24	neutral
1	5281	non radicalized	0.11	neutral
1	3263	non radicalized	0.09	neutral
1	7157	non radicalized	0.21	neutral
1	148	non radicalized	0.06	neutral
1	2183	non radicalized	0.24	neutral
1	563	non radicalized	0.77	harmful
1	8524	non radicalized	0.05	neutral
1	3930	non radicalized	0.88	harmful
1	1170	non radicalized	0.23	neutral
1	6168	non radicalized	0.17	neutral
1	1221	non radicalized	0.17	neutral
2	3091	non radicalized	0.15	neutral
2	7748	non radicalized	0.01	neutral
2	9195	non radicalized	0.24	neutral
2	9187	non radicalized	0.01	neutral
2	9284	non radicalized	0.15	neutral
2	6794	non radicalized	0.15	neutral
2	1028	non radicalized	0.22	neutral
2	7370	non radicalized	0.01	neutral
2	1349	non radicalized	0.19	neutral
2	290	non radicalized	0.03	neutral
2	2141	non radicalized	0.12	neutral
2	3626	non radicalized	0.01	neutral
2	1711	non radicalized	0.22	neutral
2	99	non radicalized	0.02	neutral
2	4644	non radicalized	0.04	neutral
2	4003	non radicalized	0.88	harmful
2	1916	non radicalized	0.15	neutral
2	361	non radicalized	0.19	neutral
2	81	non radicalized	0.05	neutral
2	1190	non radicalized	0.25	neutral
2	4815	non radicalized	0.17	neutral
2	37	non radicalized	0.17	neutral
2	4895	non radicalized	0.07	neutral
2	9226	non radicalized	0.0	neutral
2	3738	non radicalized	0.23	neutral
2	2878	non radicalized	0.11	neutral
2	9555	non radicalized	0.2	neutral
2	3311	non radicalized	0.1	neutral
2	7470	non radicalized	0.11	neutral
2	4392	non radicalized	0.22	neutral
2	5599	non radicalized	0.11	neutral
2	2870	non radicalized	0.12	neutral
2	2983	non radicalized	0.12	neutral
2	8426	non radicalized	0.24	neutral
2	3610	non radicalized	0.08	neutral
2	4829	non radicalized	0.01	neutral
2	2250	non radicalized	0.16	neutral
2	2855	non radicalized	0.05	neutral
2	6454	non radicalized	0.17	neutral
2	667	non radicalized	0.08	neutral
2	7060	non radicalized	0.15	neutral
2	249	non radicalized	0.15	neutral
2	5128	non radicalized	0.09	neutral
2	4494	non radicalized	0.21	neutral
2	4309	non radicalized	0.08	neutral
2	65	non radicalized	0.15	neutral
2	2467	non radicalized	0.05	neutral
2	5609	non radicalized	0.09	neutral
2	1120	non radicalized	0.21	neutral
2	7898	non radicalized	0.1	neutral
2	6364	non radicalized	0.24	neutral
2	8739	non radicalized	0.19	neutral
2	6494	non radicalized	0.03	neutral
2	9040	non radicalized	0.12	neutral
2	6754	non radicalized	0.21	neutral
2	7386	non radicalized	0.82	harmful
2	2662	non radicalized	0.19	neutral
2	6989	non radicalized	0.11	neutral
2	6967	non radicalized	0.08	neutral
2	8681	non radicalized	0.2	neutral
2	7667	non radicalized	0.05	neutral
2	521	non radicalized	0.08	neutral
2	3278	non radicalized	0.2	neutral
2	5926	non radicalized	0.16	neutral
2	5846	non radicalized	0.18	neutral
