User	Video	Orientation	Slant	Label
0	1992	semi-radicalized	0.19	neutral
0	9691	semi-radicalized	0.09	neutral
0	5583	semi-radicalized	0.08	neutral
0	306	semi-radicalized	0.08	neutral
0	1656	semi-radicalized	0.02	neutral
0	2392	semi-radicalized	0.1	neutral
0	3414	semi-radicalized	0.2	neutral
0	9017	semi-radicalized	0.22	neutral
0	4008	semi-radicalized	1.0	harmful
0	4677	semi-radicalized	0.12	neutral
0	7470	semi-radicalized	0.8	harmful
0	1793	semi-radicalized	0.99	harmful
0	2775	semi-radicalized	0.83	harmful
0	7527	semi-radicalized	0.02	neutral
0	4072	semi-radicalized	0.85	harmful
0	443	semi-radicalized	0.12	neutral
0	568	semi-radicalized	0.18	neutral
0	3322	semi-radicalized	0.81	harmful
0	4162	semi-radicalized	0.01	neutral
0	3711	semi-radicalized	0.13	neutral
0	458	semi-radicalized	0.1	neutral
0	9557	semi-radicalized	0.1	neutral
0	1911	semi-radicalized	0.81	harmful
0	4296	semi-radicalized	0.87	harmful
0	1594	semi-radicalized	0.21	neutral
0	5166	semi-radicalized	0.05	neutral
0	8862	semi-radicalized	0.22	neutral
0	2007	semi-radicalized	0.02	neutral
0	5920	semi-radicalized	0.23	neutral
0	1987	semi-radicalized	0.81	harmful
0	5764	semi-radicalized	0.2	neutral
0	396	semi-radicalized	0.05	neutral
0	5162	semi-radicalized	0.02	neutral
0	2518	semi-radicalized	0.16	neutral
0	6887	semi-radicalized	0.03	neutral
0	5075	semi-radicalized	0.09	neutral
0	8921	semi-radicalized	0.16	neutral
0	564	semi-radicalized	0.93	harmful
0	7693	semi-radicalized	0.14	neutral
0	3038	semi-radicalized	0.08	neutral
0	2859	semi-radicalized	0.13	neutral
0	7713	semi-radicalized	0.05	neutral
0	7513	semi-radicalized	0.08	neutral
0	931	semi-radicalized	0.85	harmful
0	4965	semi-radicalized	0.1	neutral
0	8316	semi-radicalized	0.14	neutral
0	4994	semi-radicalized	0.17	neutral
0	4237	semi-radicalized	0.12	neutral
0	4241	semi-radicalized	0.22	neutral
0	1058	semi-radicalized	0.02	neutral
0	4104	semi-radicalized	0.8	harmful
0	368	semi-radicalized	0.13	neutral
0	3539	semi-radicalized	0.09	neutral
0	6514	semi-radicalized	0.16	neutral
0	2202	semi-radicalized	0.01	neutral
0	7397	semi-radicalized	0.97	harmful
0	1640	semi-radicalized	0.98	harmful
0	7433	semi-radicalized	0.15	neutral
0	1206	semi-radicalized	0.17	neutral
0	5387	semi-radicalized	0.84	harmful
0	5668	semi-radicalized	0.21	neutral
0	1683	semi-radicalized	0.04	neutral
0	5524	semi-radicalized	0.79	harmful
0	7692	semi-radicalized	0.1	neutral
0	5170	semi-radicalized	0.18	neutral
0	1313	semi-radicalized	0.07	neutral
0	244	semi-radicalized	0.23	neutral
0	1745	semi-radicalized	0.81	harmful
0	6697	semi-radicalized	0.16	neutral
0	7241	semi-radicalized	0.07	neutral
0	4348	semi-radicalized	0.13	neutral
0	4543	semi-radicalized	0.16	neutral
0	3845	semi-radicalized	0.8	harmful
0	4333	semi-radicalized	0.97	harmful
0	1370	semi-radicalized	0.25	neutral
0	9162	semi-radicalized	0.09	neutral
0	2988	semi-radicalized	0.81	harmful
0	6480	semi-radicalized	0.82	harmful
0	3279	semi-radicalized	0.04	neutral
0	5505	semi-radicalized	0.16	neutral
1	2995	radicalized	0.8	harmful
1	4782	radicalized	0.85	harmful
1	3089	radicalized	0.81	harmful
1	218	radicalized	0.78	harmful
1	7191	radicalized	0.77	harmful
1	2664	radicalized	0.75	harmful
1	784	radicalized	0.14	neutral
1	3185	radicalized	0.93	harmful
1	2478	radicalized	0.0	neutral
1	8091	radicalized	0.79	harmful
1	5028	radicalized	0.97	harmful
1	6605	radicalized	0.77	harmful
1	9472	radicalized	0.89	harmful
1	1115	radicalized	0.77	harmful
1	884	radicalized	0.77	harmful
1	6862	radicalized	0.96	harmful
1	6835	radicalized	0.96	harmful
1	9171	radicalized	0.8	harmful
1	6105	radicalized	0.96	harmful
1	7180	radicalized	0.24	neutral
1	5228	radicalized	0.85	harmful
1	4263	radicalized	0.97	harmful
1	4328	radicalized	0.98	harmful
1	1829	radicalized	0.91	harmful
1	525	radicalized	0.9	harmful
1	9233	radicalized	0.98	harmful
1	2343	radicalized	0.95	harmful
1	3426	radicalized	0.81	harmful
1	4015	radicalized	0.97	harmful
1	1592	radicalized	0.88	harmful
1	6842	radicalized	0.92	harmful
1	1816	radicalized	0.92	harmful
1	6369	radicalized	0.77	harmful
1	8226	radicalized	0.92	harmful
1	3092	radicalized	0.77	harmful
1	729	radicalized	0.9	harmful
1	5594	radicalized	0.83	harmful
1	5693	radicalized	0.89	harmful
1	9043	radicalized	0.92	harmful
1	270	radicalized	0.89	harmful
1	2455	radicalized	0.82	harmful
1	7996	radicalized	0.78	harmful
1	6422	radicalized	0.76	harmful
1	9502	radicalized	0.78	harmful
1	5327	radicalized	0.97	harmful
1	539	radicalized	0.77	harmful
1	9882	radicalized	0.77	harmful
1	1910	radicalized	0.94	harmful
1	7535	radicalized	0.79	harmful
1	8568	radicalized	0.93	harmful
1	5922	radicalized	0.93	harmful
1	9442	radicalized	0.93	harmful
1	9653	radicalized	0.85	harmful
1	7928	radicalized	0.85	harmful
1	7265	radicalized	0.79	harmful
1	6573	radicalized	0.99	harmful
1	3926	radicalized	0.81	harmful
1	9912	radicalized	0.88	harmful
1	3805	radicalized	0.75	harmful
1	4992	radicalized	0.92	harmful
1	1660	radicalized	0.76	harmful
1	6953	radicalized	0.85	harmful
1	2091	radicalized	0.82	harmful
1	3830	radicalized	0.86	harmful
1	2785	radicalized	0.81	harmful
1	6115	radicalized	0.82	harmful
1	7899	radicalized	0.8	harmful
1	3104	radicalized	0.91	harmful
1	3812	radicalized	0.95	harmful
1	7175	radicalized	0.81	harmful
1	4777	radicalized	0.82	harmful
1	6899	radicalized	0.96	harmful
1	798	radicalized	0.88	harmful
1	9820	radicalized	0.83	harmful
1	948	radicalized	0.92	harmful
1	1344	radicalized	0.81	harmful
1	571	radicalized	0.83	harmful
1	3879	radicalized	0.79	harmful
1	6359	radicalized	0.82	harmful
1	2047	radicalized	0.79	harmful
1	8818	radicalized	0.84	harmful
2	6080	radicalized	0.97	harmful
2	4549	radicalized	0.81	harmful
2	6976	radicalized	0.98	harmful
2	4563	radicalized	0.83	harmful
2	3299	radicalized	0.95	harmful
2	7520	radicalized	0.94	harmful
2	356	radicalized	0.97	harmful
2	8749	radicalized	0.97	harmful
2	1390	radicalized	0.89	harmful
2	2461	radicalized	0.99	harmful
2	6186	radicalized	0.82	harmful
2	86	radicalized	0.97	harmful
2	4526	radicalized	0.99	harmful
2	5145	radicalized	0.95	harmful
2	5292	radicalized	0.77	harmful
2	9712	radicalized	0.97	harmful
2	3825	radicalized	0.98	harmful
2	5727	radicalized	0.79	harmful
2	5136	radicalized	0.85	harmful
2	3594	radicalized	0.9	harmful
2	9186	radicalized	0.83	harmful
2	2178	radicalized	0.92	harmful
2	4979	radicalized	0.8	harmful
2	4424	radicalized	0.81	harmful
2	1205	radicalized	0.87	harmful
2	943	radicalized	0.83	harmful
2	9694	radicalized	0.79	harmful
2	920	radicalized	0.78	harmful
2	9703	radicalized	0.86	harmful
2	1668	radicalized	0.13	neutral
2	2958	radicalized	0.88	harmful
2	4238	radicalized	0.94	harmful
2	5211	radicalized	0.86	harmful
2	8610	radicalized	0.9	harmful
2	5522	radicalized	0.75	harmful
2	8592	radicalized	0.97	harmful
2	1593	radicalized	0.82	harmful
2	4519	radicalized	0.97	harmful
2	7573	radicalized	0.92	harmful
2	839	radicalized	0.85	harmful
2	4522	radicalized	0.81	harmful
2	4229	radicalized	0.83	harmful
2	5032	radicalized	1.0	harmful
2	2101	radicalized	0.97	harmful
2	9886	radicalized	0.95	harmful
2	6352	radicalized	0.81	harmful
2	4576	radicalized	0.82	harmful
2	8227	radicalized	0.82	harmful
2	4743	radicalized	0.76	harmful
